Institusi,Halaman Terdeface,Attacker,H,M,R,Lokasi,Kejadian,Arsip,OS
,"pa-bulukumba.go.id/olala.html
							",KimiHmei7,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-16,www.zone-h.org/mirror/id/35047318,
,"dilmil-bandung.go.id
							",ABD3LOS_MA,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-15,www.zone-h.org/mirror/id/35047048,
,"dkp.jabarprov.go.id
							",Unknown45,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-14,www.zone-h.org/mirror/id/35045298,
,"disperindag.jabarprov.go.id
							",Unknown45,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-14,www.zone-h.org/mirror/id/35045296,
,"diskes.jabarprov.go.id
							",Unknown45,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-14,www.zone-h.org/mirror/id/35045295,
,"www.pa-depok.go.id
							",ViOLUx216,H,,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2021-05-13,www.zone-h.org/mirror/id/35044288,
,"si-warta.tegalkota.go.id/read.txt
							",Mr.L3RB1,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-12,www.zone-h.org/mirror/id/35043557,
,"sinovik.kemkes.go.id/images/re...
							",Mr.L3RB1,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-12,www.zone-h.org/mirror/id/35040613,
,"metrologilegal.tegalkota.go.id...
							",Mr.L3RB1,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-12,www.zone-h.org/mirror/id/35040341,
,"sipebe.menpan.go.id/read.txt
							",Mr.L3RB1,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-12,www.zone-h.org/mirror/id/34938397,
,"v7.pa-sragen.go.id/read.txt
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-12,www.zone-h.org/mirror/id/34740759,
,"www.jdih.pa-sragen.go.id/read.txt
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-12,www.zone-h.org/mirror/id/34740758,
,"sipp311.pa-sragen.go.id/read.txt
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-12,www.zone-h.org/mirror/id/34740757,
,"pengaduan.pa-jember.go.id/ea.txt
							",Alqiyaramdana,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-12,www.zone-h.org/mirror/id/35040424,
,"www.pn-simpangtigaredelong.go....
							",Alqiyaramdana,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-12,www.zone-h.org/mirror/id/35040422,
,"kpu-tangerangkab.go.id/407.php
							",./KeyzNet,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-11,www.zone-h.org/mirror/id/35040134,
,"pn-merauke.go.id/readme.htm
							",Mr.d30,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-11,www.zone-h.org/mirror/id/35039580,
,"pa-pangkalpinang.go.id/images/...
							",Mr.Kro0oz.305,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-04,www.zone-h.org/mirror/id/35028295,
,"jurnal.lapan.go.id/public/site...
							",Moroccan Revolution,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-04,www.zone-h.org/mirror/id/35028317,
,"ejournal-balitbang.kkp.go.id/p...
							",Moroccan Revolution,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-04,www.zone-h.org/mirror/id/35028316,
,"bpkad.lomboktengahkab.go.id
							",-1,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-02,www.zone-h.org/mirror/id/35027999,
,"berkalaarkeologi.kemdikbud.go....
							",Moroccan Revolution,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-01,www.zone-h.org/mirror/id/35023948,
,"ejurnal.kependudukan.lipi.go.i...
							",Moroccan Revolution,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-05-01,www.zone-h.org/mirror/id/35023907,
,"pta-pontianak.go.id/olala.html
							",KimiHmei7,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-30,www.zone-h.org/mirror/id/35024242,
,"dkp.balangankab.go.id/read.gif
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/34528236,
,"eketapang.dkp.balangankab.go.i...
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/34528234,
,"bkpsdmd.hulusungaitengahkab.go...
							",Mr.L3RB1,,M,R,b'<td></td>',2021-04-29,www.zone-h.org/mirror/id/34528233,
,"dishub.tasikmalayakab.go.id/im...
							",Royal Battler BD,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015215,
,"sukaratu.tasikmalayakab.go.id/...
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015214,
,"setwan.tasikmalayakab.go.id/im...
							",Royal Battler BD,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015213,
,"satpolpp.tasikmalayakab.go.id/...
							",Royal Battler BD,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015212,
,"inspektorat.tasikmalayakab.go....
							",Royal Battler BD,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015211,
,"karyawangi.tasikmalayakab.go.i...
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015210,
,"disarsipus.tasikmalayakab.go.i...
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015209,
,"disdukcapil.tasikmalayakab.go....
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015208,
,"diskominfo.tasikmalayakab.go.i...
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015207,
,"dpmdpakb.tasikmalayakab.go.id/...
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015206,
,"rancapaku.tasikmalayakab.go.id...
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015205,
,"bundaliterasi.tasikmalayakab.g...
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015204,
,"pkk.tasikmalayakab.go.id/image...
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015203,
,"coreweb.tasikmalayakab.go.id/i...
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015202,
,"guranteng.tasikmalayakab.go.id...
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015151,
,"kesbang.tasikmalayakab.go.id/i...
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015148,
,"dinasputrpp.tasikmalayakab.go....
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015147,
,"setda.tasikmalayakab.go.id/ima...
							",Royal Battler BD,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015146,
,"dinkespp.tasikmalayakab.go.id/...
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015144,
,"kesbangpol.tasikmalayakab.go.i...
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015143,
,"diskukmnaker.tasikmalayakab.go...
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015128,
,"kiarajangkung.tasikmalayakab.g...
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015127,
,"pusparaja.tasikmalayakab.go.id...
							",Royal Battler BD,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015126,
,"sitera.dilmil-yogyakarta.go.id
							",ONE HAT CYBER TEAM,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015943,
,"sippintter.dilmil-yogyakarta.g...
							",ONE HAT CYBER TEAM,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015942,
,"sipp.dilmil-yogyakarta.go.id
							",ONE HAT CYBER TEAM,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015940,
,"pesandilan.dilmil-yogyakarta.g...
							",ONE HAT CYBER TEAM,H,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015938,
,"panitera.dilmil-yogyakarta.go.id
							",ONE HAT CYBER TEAM,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015937,
,"new.dilmil-yogyakarta.go.id
							",ONE HAT CYBER TEAM,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015936,
,"lisansikode.dilmil-yogyakarta....
							",ONE HAT CYBER TEAM,H,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015935,
,"bosmaksimil.dilmil-yogyakarta....
							",ONE HAT CYBER TEAM,H,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015934,
,"bosminimum.dilmil-yogyakarta.g...
							",ONE HAT CYBER TEAM,H,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015933,
,"arsip.dilmil-yogyakarta.go.id
							",ONE HAT CYBER TEAM,H,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015932,
,"dilmil-yogyakarta.go.id
							",ONE HAT CYBER TEAM,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35015931,
,"pn-stabat.go.id/-.php
							",Alqiyaramdana,,M,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35022831,
,"perpustakaan.pn-stabat.go.id/-...
							",Alqiyaramdana,,,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2021-04-29,www.zone-h.org/mirror/id/35022827,
,"web.pt-mataram.go.id/ea.txt
							",Alqiyaramdana,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-23,www.zone-h.org/mirror/id/34998189,
,"sipp.pa-klaten.go.id/ea.txt
							",Alqiyaramdana,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-23,www.zone-h.org/mirror/id/34997943,
,"www.jdih.pa-klaten.go.id/ea.txt
							",Alqiyaramdana,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-23,www.zone-h.org/mirror/id/34997942,
,"sync.pn-manna.go.id/ea.txt
							",Alqiyaramdana,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-23,www.zone-h.org/mirror/id/34247680,
,"sipp.pn-semarapura.go.id/ea.txt
							",Alqiyaramdana,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-22,www.zone-h.org/mirror/id/34998190,
,"www.jdih.pn-bireuen.go.id/ea.txt
							",Alqiyaramdana,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-22,www.zone-h.org/mirror/id/34998186,
,"www.jdih.pn-simpangtigaredelon...
							",Alqiyaramdana,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-22,www.zone-h.org/mirror/id/34997948,
,"perpustakaan.pa-ambarawa.go.id...
							",Alqiyaramdana,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-22,www.zone-h.org/mirror/id/34997944,
,"pta-palu.go.id/hek.htm
							",KAKEGURAI,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-16,www.zone-h.org/mirror/id/34956669,
,"kip.bandaacehkota.go.id/olala....
							",KimiHmei7,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-16,www.zone-h.org/mirror/id/34955826,
,"kejari-tanjungpinang.go.id/ido...
							",./Cyber00t,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-15,www.zone-h.org/mirror/id/34951462,
,"bppkp.jabarprov.go.id/robots.txt
							",./Cyber00t,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-15,www.zone-h.org/mirror/id/34263022,
,"ejournal.kemsos.go.id/public/s...
							",Xyp3r2667,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-13,www.zone-h.org/mirror/id/34835063,
,"blajakarta.kemenag.go.id/journ...
							",Xyp3r2667,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-13,www.zone-h.org/mirror/id/34682174,
,"medpub.litbang.pertanian.go.id...
							",Simsimi,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-13,www.zone-h.org/mirror/id/34879012,
,"jurnalpangadereng.kemdikbud.go...
							",Simsimi,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-13,www.zone-h.org/mirror/id/34879011,
,"prosiding.bbkkp.go.id/public/s...
							",Simsimi,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-13,www.zone-h.org/mirror/id/34879010,
,"jurnal.informatika.lipi.go.id/...
							",Simsimi,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-13,www.zone-h.org/mirror/id/34879009,
,"forumarkeologi.kemdikbud.go.id...
							",Simsimi,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-13,www.zone-h.org/mirror/id/34879008,
,"jurnalkwangsan.kemdikbud.go.id...
							",Simsimi,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-13,www.zone-h.org/mirror/id/34879007,
,"rsap.palukota.go.id
							",Moroccan Revolution,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-12,www.zone-h.org/mirror/id/34938144,
,"hukum.bondowosokab.go.id/e.htm
							",/Rayzky_,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-11,www.zone-h.org/mirror/id/34880295,
,"dprd.bondowosokab.go.id/e.htm
							",/Rayzky_,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-11,www.zone-h.org/mirror/id/34880294,
,"phpmyadmin.ketapangkab.go.id
							",KAKEGURAI,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-10,www.zone-h.org/mirror/id/34862567,
,"inspektorat.ketapangkab.go.id
							",KAKEGURAI,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-10,www.zone-h.org/mirror/id/34862565,
,"dispora.ketapangkab.go.id
							",KAKEGURAI,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-10,www.zone-h.org/mirror/id/34862563,
,"bpbd.ketapangkab.go.id
							",KAKEGURAI,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-10,www.zone-h.org/mirror/id/34862561,
,"bkpsdm.ketapangkab.go.id
							",KAKEGURAI,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-10,www.zone-h.org/mirror/id/34862560,
,"satpolpp.ketapangkab.go.id
							",KAKEGURAI,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-10,www.zone-h.org/mirror/id/34862559,
,"bkpsdm.tasikmalayakab.go.id/im...
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-10,www.zone-h.org/mirror/id/34862584,
,"bpbd.tasikmalayakab.go.id/imag...
							",Royal Battler BD,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-10,www.zone-h.org/mirror/id/34862580,
,"bpsk.kuningankab.go.id/images/...
							",Royal Battler BD,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-10,www.zone-h.org/mirror/id/34851886,
,"bpkpd.tasikmalayakab.go.id/ima...
							",Royal Battler BD,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-10,www.zone-h.org/mirror/id/34851879,
,"www.bbp4b.litbang.kkp.go.id/sq...
							",SeRaVo BlackHaT,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-10,www.zone-h.org/mirror/id/34872355,
,"jurnalbaca.pdii.lipi.go.id/pub...
							",SeRaVo BlackHaT,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-10,www.zone-h.org/mirror/id/34872345,
,"kesbangpol.semarangkab.go.id/x...
							",Mister_XID,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-07,www.zone-h.org/mirror/id/34838747,
,"itkab.semarangkab.go.id/xid.htm
							",Mister_XID,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-07,www.zone-h.org/mirror/id/34838746,
,"dispermasdes.semarangkab.go.id...
							",Mister_XID,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-07,www.zone-h.org/mirror/id/34838745,
,"disnaker.semarangkab.go.id/xid...
							",Mister_XID,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-07,www.zone-h.org/mirror/id/34838744,
,"dinsos.semarangkab.go.id/xid.htm
							",Mister_XID,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-07,www.zone-h.org/mirror/id/34838743,
,"bpbd.semarangkab.go.id/xid.htm
							",Mister_XID,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-04-07,www.zone-h.org/mirror/id/34838742,
,"sipp.pa-tanjungpati.go.id
							",ViOLUx216,H,M,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2021-04-07,www.zone-h.org/mirror/id/34862251,
,"pa-tanjungpati.go.id
							",ViOLUx216,H,,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2021-04-07,www.zone-h.org/mirror/id/34862252,
